STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2017,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,4.63,A,Annual,United States,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2017,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,2.68,A,Annual,Uruguay,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KAZ,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,8.52,A,Annual,Kazakhstan,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KEN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.18,A,Annual,Kenya,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KIR,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,7.78,A,Annual,Kiribati,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRK,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,7.66,A,Annual,"Korea, Dem. People's Rep.",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KOR,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,6.14,A,Annual,"Korea, Rep.",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KWT,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,7.42,A,Annual,Kuwait,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.11,A,Annual,Kyrgyz Republic,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAO,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,3.3,A,Annual,Lao PDR,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,4.25,A,Annual,Latvia,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2010,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,2.8,A,Annual,Lebanon,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2012,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.61,A,Annual,Benin,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BMU,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2012,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,1.08,A,Annual,Bermuda,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BTN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2012,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,10.91,A,Annual,Bhutan,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2012,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,4.22,A,Annual,Bolivia,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2012,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,6.85,A,Annual,Bosnia and Herzegovina,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BWA,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2012,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,3.47,A,Annual,Botswana,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRA,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2012,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,3.82,A,Annual,Brazil,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2012,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.82,A,Annual,Brunei Darussalam,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2012,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.5,A,Annual,Bulgaria,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2012,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.42,A,Annual,Burkina Faso,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLZ,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2014,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,3.88,A,Annual,Belize,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2014,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.54,A,Annual,Benin,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BMU,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2014,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,1.95,A,Annual,Bermuda,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BTN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2014,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,10.62,A,Annual,Bhutan,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2014,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,4.16,A,Annual,Bolivia,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2014,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.94,A,Annual,Bosnia and Herzegovina,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BWA,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2014,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,3.39,A,Annual,Botswana,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRA,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2014,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,3.98,A,Annual,Brazil,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2014,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.66,A,Annual,Brunei Darussalam,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2014,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.32,A,Annual,Bulgaria,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGD,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,2.33,A,Annual,Bangladesh,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRB,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,4.92,A,Annual,Barbados,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLR,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,7.7,A,Annual,Belarus,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEL,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,4.67,A,Annual,Belgium,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLZ,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,3.76,A,Annual,Belize,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.76,A,Annual,Benin,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BMU,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,1.51,A,Annual,Bermuda,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BTN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,12.21,A,Annual,Bhutan,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,3.82,A,Annual,Bolivia,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2008,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,6.12,A,Annual,Bosnia and Herzegovina,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
